Name,Profile URL,Position,Age,Nationality,Market Value,Market Value (€),Club,Slug,Season
Ricky van Wolfswinkel,https://www.transfermarkt.com/ricky-van-wolfswinkel/profil/spieler/41355,Centre-Forward,27,Netherlands,€2.50m,2500000.0,Norwich City,norwich-city,2015
Kyle Lafferty,https://www.transfermarkt.com/kyle-lafferty/profil/spieler/36884,Centre-Forward,28,Northern Ireland,€2.00m,2000000.0,Norwich City,norwich-city,2015
Jamar Loza,https://www.transfermarkt.com/jamar-loza/profil/spieler/203464,Centre-Forward,22,Jamaica,€250k,250000.0,Norwich City,norwich-city,2015
John Ruddy,https://www.transfermarkt.com/john-ruddy/profil/spieler/29712,Goalkeeper,28,England,€4.50m,4500000.0,Norwich City,norwich-city,2014
Mark Bunn,https://www.transfermarkt.com/mark-bunn/profil/spieler/49319,Goalkeeper,30,England,€750k,750000.0,Norwich City,norwich-city,2014
Declan Rudd,https://www.transfermarkt.com/declan-rudd/profil/spieler/74088,Goalkeeper,24,England,€350k,350000.0,Norwich City,norwich-city,2014
Remi Matthews,https://www.transfermarkt.com/remi-matthews/profil/spieler/196722,Goalkeeper,21,England,-,,Norwich City,norwich-city,2014
Russell Martin,https://www.transfermarkt.com/russell-martin/profil/spieler/67303,Centre-Back,29,Scotland,€3.00m,3000000.0,Norwich City,norwich-city,2014
Michael Turner,https://www.transfermarkt.com/michael-turner/profil/spieler/12127,Centre-Back,31,England,€2.50m,2500000.0,Norwich City,norwich-city,2014
Sébastien Bassong,https://www.transfermarkt.com/sebastien-bassong/profil/spieler/33951,Centre-Back,28,Cameroon,€2.50m,2500000.0,Norwich City,norwich-city,2014
Ryan Bennett,https://www.transfermarkt.com/ryan-bennett/profil/spieler/67252,Centre-Back,25,England,€2.00m,2000000.0,Norwich City,norwich-city,2014
Jos Hooiveld,https://www.transfermarkt.com/jos-hooiveld/profil/spieler/4624,Centre-Back,32,Netherlands,€1.50m,1500000.0,Norwich City,norwich-city,2014
Carlos Cuéllar,https://www.transfermarkt.com/carlos-cuellar/profil/spieler/16576,Centre-Back,33,Spain,€1.00m,1000000.0,Norwich City,norwich-city,2014
Ignasi Miquel,https://www.transfermarkt.com/ignasi-miquel/profil/spieler/70245,Centre-Back,22,Spain,€1.00m,1000000.0,Norwich City,norwich-city,2014
Kyle Callan-McFadden,https://www.transfermarkt.com/kyle-callan-mcfadden/profil/spieler/207601,Centre-Back,20,Ireland,-,,Norwich City,norwich-city,2014
Reiss Awuah,https://www.transfermarkt.com/reiss-awuah/profil/spieler/310828,Centre-Back,19,England,-,,Norwich City,norwich-city,2014
Adel Gafaiti,https://www.transfermarkt.com/adel-gafaiti/profil/spieler/193080,Centre-Back,20,Algeria,-,,Norwich City,norwich-city,2014
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,Left-Back,27,Sweden,€4.00m,4000000.0,Norwich City,norwich-city,2014
Javier Garrido,https://www.transfermarkt.com/javier-garrido/profil/spieler/23218,Left-Back,30,Spain,€1.50m,1500000.0,Norwich City,norwich-city,2014
Harry Toffolo,https://www.transfermarkt.com/harry-toffolo/profil/spieler/198516,Left-Back,19,England,€150k,150000.0,Norwich City,norwich-city,2014
Steven Whittaker,https://www.transfermarkt.com/steven-whittaker/profil/spieler/12704,Right-Back,31,Scotland,€2.00m,2000000.0,Norwich City,norwich-city,2014
Leroy Fer,https://www.transfermarkt.com/leroy-fer/profil/spieler/63342,Defensive Midfield,25,Netherlands,€8.50m,8500000.0,Norwich City,norwich-city,2014
Alexander Tettey,https://www.transfermarkt.com/alexander-tettey/profil/spieler/12384,Defensive Midfield,29,Norway,€3.50m,3500000.0,Norwich City,norwich-city,2014
Vadis Odjidja-Ofoe,https://www.transfermarkt.com/vadis-odjidja-ofoe/profil/spieler/38388,Central Midfield,26,Belgium,€5.00m,5000000.0,Norwich City,norwich-city,2014
Bradley Johnson,https://www.transfermarkt.com/bradley-johnson/profil/spieler/49327,Central Midfield,28,England,€3.00m,3000000.0,Norwich City,norwich-city,2014
Jonathan Howson,https://www.transfermarkt.com/jonathan-howson/profil/spieler/45395,Central Midfield,27,England,€3.00m,3000000.0,Norwich City,norwich-city,2014
Graham Dorrans,https://www.transfermarkt.com/graham-dorrans/profil/spieler/36608,Central Midfield,28,Scotland,€2.00m,2000000.0,Norwich City,norwich-city,2014
Gary O'Neil,https://www.transfermarkt.com/gary-oneil/profil/spieler/3995,Central Midfield,32,England,€2.00m,2000000.0,Norwich City,norwich-city,2014
Andrew Surman,https://www.transfermarkt.com/andrew-surman/profil/spieler/29975,Central Midfield,28,England,€900k,900000.0,Norwich City,norwich-city,2014
Louis Thompson,https://www.transfermarkt.com/louis-thompson/profil/spieler/207771,Central Midfield,20,Wales,€500k,500000.0,Norwich City,norwich-city,2014
Tony Andreu,https://www.transfermarkt.com/tony-andreu/profil/spieler/87789,Central Midfield,27,France,€350k,350000.0,Norwich City,norwich-city,2014
Conor McGrandles,https://www.transfermarkt.com/conor-mcgrandles/profil/spieler/203127,Central Midfield,19,Scotland,€250k,250000.0,Norwich City,norwich-city,2014
Cameron McGeehan,https://www.transfermarkt.com/cameron-mcgeehan/profil/spieler/167265,Central Midfield,20,Northern Ireland,-,,Norwich City,norwich-city,2014
Elliott Bennett,https://www.transfermarkt.com/elliott-bennett/profil/spieler/43193,Right Midfield,26,Jamaica,€1.25m,1250000.0,Norwich City,norwich-city,2014
Reece Hall-Johnson,https://www.transfermarkt.com/reece-hall-johnson/profil/spieler/199526,Right Midfield,20,England,-,,Norwich City,norwich-city,2014
Wes Hoolahan,https://www.transfermarkt.com/wes-hoolahan/profil/spieler/24589,Attacking Midfield,33,Ireland,€1.50m,1500000.0,Norwich City,norwich-city,2014
Cameron King,https://www.transfermarkt.com/cameron-king/profil/spieler/245045,Attacking Midfield,19,Scotland,-,,Norwich City,norwich-city,2014
Josh Murphy,https://www.transfermarkt.com/josh-murphy/profil/spieler/199528,Left Winger,20,England,€1.00m,1000000.0,Norwich City,norwich-city,2014
Nathan Redmond,https://www.transfermarkt.com/nathan-redmond/profil/spieler/129078,Right Winger,21,England,€5.00m,5000000.0,Norwich City,norwich-city,2014
Jacob Murphy,https://www.transfermarkt.com/jacob-murphy/profil/spieler/199527,Right Winger,20,England,€200k,200000.0,Norwich City,norwich-city,2014
Gary Hooper,https://www.transfermarkt.com/gary-hooper/profil/spieler/42513,Centre-Forward,27,England,€3.50m,3500000.0,Norwich City,norwich-city,2014
Lewis Grabban,https://www.transfermarkt.com/lewis-grabban/profil/spieler/35413,Centre-Forward,27,Jamaica,€3.00m,3000000.0,Norwich City,norwich-city,2014
Kyle Lafferty,https://www.transfermarkt.com/kyle-lafferty/profil/spieler/36884,Centre-Forward,27,Northern Ireland,€2.25m,2250000.0,Norwich City,norwich-city,2014
Cameron Jerome,https://www.transfermarkt.com/cameron-jerome/profil/spieler/35855,Centre-Forward,28,Grenada,€2.00m,2000000.0,Norwich City,norwich-city,2014
Luciano Becchio,https://www.transfermarkt.com/luciano-becchio/profil/spieler/71020,Centre-Forward,31,Argentina,€1.00m,1000000.0,Norwich City,norwich-city,2014
Jamar Loza,https://www.transfermarkt.com/jamar-loza/profil/spieler/203464,Centre-Forward,21,Jamaica,€150k,150000.0,Norwich City,norwich-city,2014
Carlton Morris,https://www.transfermarkt.com/carlton-morris/profil/spieler/246963,Centre-Forward,19,England,-,,Norwich City,norwich-city,2014
Matz Sels,https://www.transfermarkt.com/matz-sels/profil/spieler/127202,Goalkeeper,33,Belgium,€7.00m,7000000.0,Nottingham Forest,nottingham-forest,2024
Carlos Miguel,https://www.transfermarkt.com/carlos-miguel/profil/spieler/641458,Goalkeeper,26,Brazil,€4.00m,4000000.0,Nottingham Forest,nottingham-forest,2024
Wayne Hennessey,https://www.transfermarkt.com/wayne-hennessey/profil/spieler/45494,Goalkeeper,38,Wales,€150k,150000.0,Nottingham Forest,nottingham-forest,2024
Murillo,https://www.transfermarkt.com/murillo/profil/spieler/1005649,Centre-Back,22,Brazil,€55.00m,55000000.0,Nottingham Forest,nottingham-forest,2024
Nikola Milenković,https://www.transfermarkt.com/nikola-milenkovic/profil/spieler/413507,Centre-Back,27,Serbia,€35.00m,35000000.0,Nottingham Forest,nottingham-forest,2024
Morato,https://www.transfermarkt.com/morato/profil/spieler/673492,Centre-Back,23,Brazil,€14.00m,14000000.0,Nottingham Forest,nottingham-forest,2024
Willy Boly,https://www.transfermarkt.com/willy-boly/profil/spieler/142310,Centre-Back,34,Cote d'Ivoire,€1.50m,1500000.0,Nottingham Forest,nottingham-forest,2024
Tyler Bindon,https://www.transfermarkt.com/tyler-bindon/profil/spieler/1007720,Centre-Back,20,New Zealand,€1.00m,1000000.0,Nottingham Forest,nottingham-forest,2024
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,Left-Back,32,Spain,€7.00m,7000000.0,Nottingham Forest,nottingham-forest,2024
Harry Toffolo,https://www.transfermarkt.com/harry-toffolo/profil/spieler/198516,Left-Back,29,England,€3.00m,3000000.0,Nottingham Forest,nottingham-forest,2024
Ola Aina,https://www.transfermarkt.com/ola-aina/profil/spieler/236490,Right-Back,28,Nigeria,€22.00m,22000000.0,Nottingham Forest,nottingham-forest,2024
Neco Williams,https://www.transfermarkt.com/neco-williams/profil/spieler/503680,Right-Back,24,Wales,€20.00m,20000000.0,Nottingham Forest,nottingham-forest,2024
Danilo,https://www.transfermarkt.com/danilo/profil/spieler/808509,Defensive Midfield,24,Brazil,€28.00m,28000000.0,Nottingham Forest,nottingham-forest,2024
Ibrahim Sangaré,https://www.transfermarkt.com/ibrahim-sangare/profil/spieler/375885,Defensive Midfield,27,Cote d'Ivoire,€24.00m,24000000.0,Nottingham Forest,nottingham-forest,2024
Elliot Anderson,https://www.transfermarkt.com/elliot-anderson/profil/spieler/567576,Central Midfield,22,England,€32.00m,32000000.0,Nottingham Forest,nottingham-forest,2024
Nicolás Domínguez,https://www.transfermarkt.com/nicolas-dominguez/profil/spieler/497291,Central Midfield,26,Argentina,€18.00m,18000000.0,Nottingham Forest,nottingham-forest,2024
Ryan Yates,https://www.transfermarkt.com/ryan-yates/profil/spieler/425902,Central Midfield,27,England,€12.00m,12000000.0,Nottingham Forest,nottingham-forest,2024
Lewis O'Brien,https://www.transfermarkt.com/lewis-obrien/profil/spieler/560694,Central Midfield,26,England,€4.00m,4000000.0,Nottingham Forest,nottingham-forest,2024
Eric da Silva Moreira,https://www.transfermarkt.com/eric-da-silva-moreira/profil/spieler/897481,Right Midfield,19,Germany,€1.00m,1000000.0,Nottingham Forest,nottingham-forest,2024
Morgan Gibbs-White,https://www.transfermarkt.com/morgan-gibbs-white/profil/spieler/429014,Attacking Midfield,25,England,€50.00m,50000000.0,Nottingham Forest,nottingham-forest,2024
Callum Hudson-Odoi,https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768,Left Winger,24,England,€25.00m,25000000.0,Nottingham Forest,nottingham-forest,2024
Ramón Sosa,https://www.transfermarkt.com/ramon-sosa/profil/spieler/745191,Left Winger,25,Paraguay,€12.00m,12000000.0,Nottingham Forest,nottingham-forest,2024
Anthony Elanga,https://www.transfermarkt.com/anthony-elanga/profil/spieler/583189,Right Winger,23,Sweden,€42.00m,42000000.0,Nottingham Forest,nottingham-forest,2024
Jota Silva,https://www.transfermarkt.com/jota-silva/profil/spieler/663244,Right Winger,25,Portugal,€15.00m,15000000.0,Nottingham Forest,nottingham-forest,2024
Josh Bowler,https://www.transfermarkt.com/josh-bowler/profil/spieler/506470,Right Winger,26,England,€1.00m,1000000.0,Nottingham Forest,nottingham-forest,2024
Taiwo Awoniyi,https://www.transfermarkt.com/taiwo-awoniyi/profil/spieler/295313,Centre-Forward,27,Nigeria,€16.00m,16000000.0,Nottingham Forest,nottingham-forest,2024
Chris Wood,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,Centre-Forward,33,New Zealand,€10.00m,10000000.0,Nottingham Forest,nottingham-forest,2024
Emmanuel Dennis,https://www.transfermarkt.com/emmanuel-dennis/profil/spieler/448854,Centre-Forward,27,Nigeria,€2.50m,2500000.0,Nottingham Forest,nottingham-forest,2024
Matt Turner,https://www.transfermarkt.com/matt-turner/profil/spieler/425306,Goalkeeper,30,United States,€7.00m,7000000.0,Nottingham Forest,nottingham-forest,2023
Odysseas Vlachodimos,https://www.transfermarkt.com/odysseas-vlachodimos/profil/spieler/124419,Goalkeeper,30,Greece,€7.00m,7000000.0,Nottingham Forest,nottingham-forest,2023
Matz Sels,https://www.transfermarkt.com/matz-sels/profil/spieler/127202,Goalkeeper,32,Belgium,€7.00m,7000000.0,Nottingham Forest,nottingham-forest,2023
Ethan Horvath,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284,Goalkeeper,29,United States,€1.80m,1800000.0,Nottingham Forest,nottingham-forest,2023
Wayne Hennessey,https://www.transfermarkt.com/wayne-hennessey/profil/spieler/45494,Goalkeeper,37,Wales,€250k,250000.0,Nottingham Forest,nottingham-forest,2023
Murillo,https://www.transfermarkt.com/murillo/profil/spieler/1005649,Centre-Back,21,Brazil,€35.00m,35000000.0,Nottingham Forest,nottingham-forest,2023
Moussa Niakhaté,https://www.transfermarkt.com/moussa-niakhate/profil/spieler/291200,Centre-Back,28,Senegal,€16.00m,16000000.0,Nottingham Forest,nottingham-forest,2023
Andrew Omobamidele,https://www.transfermarkt.com/andrew-omobamidele/profil/spieler/621993,Centre-Back,22,Ireland,€11.00m,11000000.0,Nottingham Forest,nottingham-forest,2023
Scott McKenna,https://www.transfermarkt.com/scott-mckenna/profil/spieler/255906,Centre-Back,27,Scotland,€9.00m,9000000.0,Nottingham Forest,nottingham-forest,2023
Joe Worrall,https://www.transfermarkt.com/joe-worrall/profil/spieler/415970,Centre-Back,27,England,€7.50m,7500000.0,Nottingham Forest,nottingham-forest,2023
Willy Boly,https://www.transfermarkt.com/willy-boly/profil/spieler/142310,Centre-Back,33,Cote d'Ivoire,€2.50m,2500000.0,Nottingham Forest,nottingham-forest,2023
Felipe,https://www.transfermarkt.com/felipe/profil/spieler/156501,Centre-Back,35,Brazil,€1.50m,1500000.0,Nottingham Forest,nottingham-forest,2023
Zach Abbott,https://www.transfermarkt.com/zach-abbott/profil/spieler/933017,Centre-Back,18,England,€300k,300000.0,Nottingham Forest,nottingham-forest,2023
Nuno Tavares,https://www.transfermarkt.com/nuno-tavares/profil/spieler/535955,Left-Back,24,Portugal,€15.00m,15000000.0,Nottingham Forest,nottingham-forest,2023
Harry Toffolo,https://www.transfermarkt.com/harry-toffolo/profil/spieler/198516,Left-Back,28,England,€5.00m,5000000.0,Nottingham Forest,nottingham-forest,2023
Neco Williams,https://www.transfermarkt.com/neco-williams/profil/spieler/503680,Right-Back,23,Wales,€17.00m,17000000.0,Nottingham Forest,nottingham-forest,2023
Ola Aina,https://www.transfermarkt.com/ola-aina/profil/spieler/236490,Right-Back,27,Nigeria,€12.00m,12000000.0,Nottingham Forest,nottingham-forest,2023
Gonzalo Montiel,https://www.transfermarkt.com/gonzalo-montiel/profil/spieler/402733,Right-Back,27,Argentina,€10.00m,10000000.0,Nottingham Forest,nottingham-forest,2023
Serge Aurier,https://www.transfermarkt.com/serge-aurier/profil/spieler/127032,Right-Back,31,Cote d'Ivoire,€3.70m,3700000.0,Nottingham Forest,nottingham-forest,2023
Ibrahim Sangaré,https://www.transfermarkt.com/ibrahim-sangare/profil/spieler/375885,Defensive Midfield,26,Cote d'Ivoire,€30.00m,30000000.0,Nottingham Forest,nottingham-forest,2023
Danilo,https://www.transfermarkt.com/danilo/profil/spieler/808509,Defensive Midfield,23,Brazil,€28.00m,28000000.0,Nottingham Forest,nottingham-forest,2023
Orel Mangala,https://www.transfermarkt.com/orel-mangala/profil/spieler/289592,Defensive Midfield,26,Belgium,€20.00m,20000000.0,Nottingham Forest,nottingham-forest,2023
Cheikhou Kouyaté,https://www.transfermarkt.com/cheikhou-kouyate/profil/spieler/66934,Defensive Midfield,34,Senegal,€1.00m,1000000.0,Nottingham Forest,nottingham-forest,2023
Jamie McDonnell,https://www.transfermarkt.com/jamie-mcdonnell/profil/spieler/694901,Defensive Midfield,20,Northern Ireland,€200k,200000.0,Nottingham Forest,nottingham-forest,2023
Nicolás Domínguez,https://www.transfermarkt.com/nicolas-dominguez/profil/spieler/497291,Central Midfield,26,Argentina,€17.00m,17000000.0,Nottingham Forest,nottingham-forest,2023
Andrey Santos,https://www.transfermarkt.com/andrey-santos/profil/spieler/743600,Central Midfield,20,Brazil,€15.00m,15000000.0,Nottingham Forest,nottingham-forest,2023
Ryan Yates,https://www.transfermarkt.com/ryan-yates/profil/spieler/425902,Central Midfield,26,England,€12.00m,12000000.0,Nottingham Forest,nottingham-forest,2023
Remo Freuler,https://www.transfermarkt.com/remo-freuler/profil/spieler/148252,Central Midfield,32,Switzerland,€6.50m,6500000.0,Nottingham Forest,nottingham-forest,2023
Lewis O'Brien,https://www.transfermarkt.com/lewis-obrien/profil/spieler/560694,Central Midfield,25,England,€5.00m,5000000.0,Nottingham Forest,nottingham-forest,2023
Harry Arter,https://www.transfermarkt.com/harry-arter/profil/spieler/55742,Central Midfield,34,Ireland,€400k,400000.0,Nottingham Forest,nottingham-forest,2023
Morgan Gibbs-White,https://www.transfermarkt.com/morgan-gibbs-white/profil/spieler/429014,Attacking Midfield,24,England,€40.00m,40000000.0,Nottingham Forest,nottingham-forest,2023
Giovanni Reyna,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215,Attacking Midfield,21,United States,€18.00m,18000000.0,Nottingham Forest,nottingham-forest,2023
Brandon Aguilera,https://www.transfermarkt.com/brandon-aguilera/profil/spieler/631996,Attacking Midfield,21,Costa Rica,€300k,300000.0,Nottingham Forest,nottingham-forest,2023
Callum Hudson-Odoi,https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768,Left Winger,23,England,€18.00m,18000000.0,Nottingham Forest,nottingham-forest,2023
Alex Mighten,https://www.transfermarkt.com/alex-mighten/profil/spieler/503988,Left Winger,22,England,€600k,600000.0,Nottingham Forest,nottingham-forest,2023
